Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CO,10/30/2018,10:05 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,N,APD,5193,Black,Male
CO,10/30/2018,10:16 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,Y,APD,5193,White,Male
CO,10/30/2018,10:11 AM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,N,APD,5193,Black,Female
CO,10/31/2018,12:53 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Neches Street,,Y,APD,5193,White,Male
CM,11/1/2018,12:00 AM,PUBLIC INTOXICATION,603 Sabine Street,,Y,APD,7786,White,Male
CM,11/1/2018,2:18 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,Y,APD,2641,White,Male
CM,11/1/2018,1:20 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,Y,APD,6757,White,Female
CM,11/1/2018,2:30 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,Y,APD,6781,White,Female
CM,11/1/2018,2:15 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,Y,APD,7445,Black,Male
CM,11/1/2018,12:00 AM,PUBLIC INTOXICATION,600 Block East 7th Street,,N,APD,7699,White,Male
TR,11/1/2018,10:56 PM,PEDESTRIAN ON ROADWAY,400 Block San Jacinto,,Y,APD,5159,Black,Male
CM,11/2/2018,11:48 PM,PUBLIC INTOXICATION,421 East 6th Street,,Y,APD,7798,White,Male
CO,11/2/2018,4:51 AM,PARK CURFEW VIOLATION,400 Block East 7th Street,,Y,APD,4547,Black,Female
CO,11/2/2018,4:40 AM,PARK CURFEW VIOLATION,700 Block Eat 8th Street,,N,APD,6652,Black,Male
CO,11/2/2018,4:46 AM,PARK CURFEW VIOLATION,700 Block East 8th Street,,Y,APD,4547,White,Male
CM,11/2/2018,11:48 PM,SIMPLE ASSAULT BY CONTACT,421 East 6th Street,,Y,APD,7798,White,Male
CO,11/2/2018,4:40 AM,PARK CURFEW VIOLATION,800 Block Red River,,N,APD,4674,Black,Male
CO,11/2/2018,4:45 AM,PARK CURFEW VIOLATION,800 Block Red River Street,,Y,APD,6481,Hispanic,Female
CM,11/2/2018,8:26 PM,PUBLIC INTOXICATION,800 Block West 6th Street,,Y,APD,7850,Black,Male
CM,11/2/2018,12:00 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,1645 East 6th Street,,N,APD,7872,Black,Male
CO,11/2/2018,4:40 AM,PARK CURFEW VIOLATION,800 Block Red River Street,,Y,APD,4674,Black,Female
CM,11/2/2018,1:12 PM,Possession of Drug Paraphernalia,700  RED RIVER ST,,N,,7625,White,Female
CO,11/2/2018,4:45 AM,PARK CURFEW VIOLATION,800 Block Red River Street,,Y,APD,6481,White,Female
CO,11/2/2018,1:12 PM,MANIFESTING - DRUGS,700  RED RIVER ST,,N,,7625,White,Female
CO,11/2/2018,4:40 AM,PARK CURFEW VIOLATION,700 Block 8th Street,,Y,APD,6652,Black,Female
CM,11/3/2018,10:55 AM,Possession of Drug Paraphernalia,600 Block Sabine Street,,Y,APD,5930,White,Male
CM,11/3/2018,12:00 AM,PUBLIC INTOXICATION,317 East 6th Street,,Y,APD,7611,White,Female
CM,11/3/2018,2:25 AM,MINOR CONSUMING ALCOHOL,302 East 6th Street,,Y,APD,7844,Hispanic,Male
CO,11/3/2018,6:00 AM,HUMAN WASTE,500 Block Brazos Street,,N,APD,5159,White,Male
CM,11/3/2018,1:32 AM,DISREGARD ORDER OF A POLICE OFFICER,601 North Ih 35 Service Road,,Y,APD,7348,White,Male
CM,11/3/2018,2:44 AM,DISORDERLY CONDUCT - FIGHTING,East 7th Street,Trinity Street,Y,APD,6317,White,Male
CM,11/3/2018,12:00 AM,PUBLIC INTOXICATION,212 East 6th Street,,Y,APD,7611,White,Male
CO,11/3/2018,8:10 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Sabine Street,,Y,APD,5930,Hispanic,Male
CM,11/3/2018,1:43 AM,PUBLIC INTOXICATION,1213 Sabine Street,,Y,APD,6966,White,Female
CM,11/4/2018,12:00 AM,PUBLIC INTOXICATION,East 5th Street And,Trinity Street,Y,APD,7946,Black,Male
CM,11/4/2018,10:33 PM,PUBLIC INTOXICATION,West 5th Street And,Guadalupe Street,Y,APD,7885,Hispanic,Male
CM,11/4/2018,12:00 AM,PUBLIC INTOXICATION,San Jacinto  And,East 6th Street,Y,APD,7422,White,Female
CM,11/4/2018,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,N,APD,7611,No Data,Male
CM,11/4/2018,12:00 AM,PUBLIC INTOXICATION,600 Block Brazos Street,,Y,APD,7699,White,Male
CM,11/5/2018,8:50 AM,PUBLIC INTOXICATION,3rd Street And,Congress Avenue,N,APD,7345,White,Male
CM,11/5/2018,1:10 AM,DISORDERLY CONDUCT - FIGHTING,421 East 6th Street,,Y,APD,7887,Hispanic,Male
CM,11/5/2018,1:05 AM,DISORDERLY CONDUCT - FIGHTING,423 East 6th Street,,Y,APD,7945,Hispanic,Male
CM,11/5/2018,9:55 PM,PUBLIC INTOXICATION,501 East 8th Street,,Y,APD,7608,Hispanic,Male
CM,11/5/2018,1:00 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street And Neches Street,,N,APD,7884,Hispanic,Male
CM,11/5/2018,12:00 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,900 Block West 5th Street,,N,APD,7872,Black,Male
CO,11/5/2018,1:13 PM,MANIFESTING - DRUGS,700 Block Red River Street,,Y,APD,7625,White,Female
CM,11/5/2018,1:50 PM,Possession of Drug Paraphernalia,400 West 18th Street,,Y,APD,8339,White,Male
CM,11/6/2018,5:49 PM,PUBLIC INTOXICATION,12th Street And,North Lamar Boulevard,Y,APD,7850,White,Female
CM,11/6/2018,7:45 PM,PUBLIC INTOXICATION,609 Congress Avenue,,N,APD,6966,White,Male
CO,11/7/2018,11:40 PM,HUMAN WASTE,500 Block East 7th Street,,Y,APD,6127,White,Male
TR,11/7/2018,3:07 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 7th Street,Congress Avenue,Y,APD,5907,White,Female
CO,11/7/2018,5:38 PM,CAMPING IN A PUBLIC PLACE,750 East 8th Street,,Y,APD,6789,Black,Female
CM,11/7/2018,12:00 AM,SIMPLE ASSAULT BY CONTACT,214 East 6th Street,,Y,APD,7615,White,Male
CM,11/7/2018,12:00 AM,PUBLIC INTOXICATION,719 East 6th Street,,Y,APD,4395,Black,Male
CM,11/7/2018,12:00 AM,THEFT OF SERVICE,214 East 6th Street,,Y,APD,7615,White,Male
CO,11/7/2018,5:38 PM,CAMPING IN A PUBLIC PLACE,800 Block East 7th Street,,Y,APD,7210,Black,Female
CO,11/8/2018,12:15 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block Neches Street,,Y,APD,7293,Black,Male
TR,11/8/2018,1:29 PM,PEDESTRIAN ON ROADWAY,700 Block Neches Street,,N,APD,5193,White,Female
CO,11/8/2018,11:35 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,500 Block East 7th Street,,Y,APD,7293,Black,Male
CM,11/8/2018,12:15 AM,Possession of Drug Paraphernalia,700 Block Neches Street,,N,APD,7293,Black,Male
CO,11/9/2018,3:13 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,Y,APD,7345,Black,Male
CM,11/9/2018,6:33 PM,PUBLIC INTOXICATION,Red River Street And,East 5th Street,Y,APD,6633,White,Male
CO,11/9/2018,3:56 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,Y,APD,7345,Black,Male
CM,11/10/2018,8:20 PM,PUBLIC INTOXICATION,500 Block East 7th Street,,N,APD,7845,Hispanic,Male
CM,11/10/2018,9:22 PM,PUBLIC INTOXICATION,2504 San Gabriel Street,,Y,APD,8199,White,Male
CM,11/11/2018,9:41 AM,PUBLIC INTOXICATION,500 Block East 7th Street,,Y,APD,6627,Hispanic,Female
CM,11/11/2018,1:37 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7804,No Data,No Data
CM,11/11/2018,12:00 AM,PUBLIC INTOXICATION,500 Block East 8th Street,,Y,APD,7299,Black,Female
CM,11/11/2018,2:00 AM,PUBLIC INTOXICATION,109 East 7th Street,,Y,APD,7042,White,Female
CM,11/11/2018,1:37 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7775,Black,Male
CM,11/11/2018,8:30 PM,PUBLIC INTOXICATION,317 East 6th Street,,Y,APD,7804,White,Female
CM,11/11/2018,1:15 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7445,White,Male
CM,11/11/2018,1:40 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7775,White,Male
CO,11/12/2018,12:05 AM,LITTERING,500 Block East 7th Street,,Y,APD,6633,Black,Male
CM,11/14/2018,10:33 PM,PUBLIC INTOXICATION,806 West 11th Street,,N,APD,7796,No Data,No Data
CM,11/14/2018,9:10 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,7202,Hispanic,Male
CM,11/14/2018,9:15 AM,Possession of Drug Paraphernalia,500 Block Brazoes Street,,Y,APD,3968,Hispanic,Male
CM,11/15/2018,12:00 AM,PUBLIC INTOXICATION,1200 Block Sabine Street,,N,APD,7638,White,Male
CM,11/16/2018,2:40 PM,DISORDERLY CONDUCT - FIGHTING,500 Block Trinity Street,,Y,APD,7775,Hispanic,Male
CM,11/16/2018,2:30 AM,DISREGARD ORDER OF A POLICE OFFICER,500 Block Trinity Street,,Y,APD,5617,White,Male
CM,11/16/2018,2:25 AM,PUBLIC INTOXICATION,East 5th Street And,San Jacinto,N,APD,7796,White,Male
CM,11/16/2018,10:50 AM,MINOR IN POSSESSION OF ALCOHOL,,,N,APD,4694,White,Female
CO,11/16/2018,4:50 AM,PARK CURFEW VIOLATION,800 Block Red River Street,,Y,APD,4674,White,Male
CO,11/16/2018,4:45 AM,PARK CURFEW VIOLATION,800 Block Red River Street,,N,APD,6481,Black,Female
CM,11/16/2018,12:00 PM,DISORDERLY CONDUCT - FIGHTING,717 Red River Street,,Y,APD,7611,Black,Male
CM,11/16/2018,11:20 PM,MINOR IN POSSESSION OF ALCOHOL,2414 Pearl Street,,Y,APD,4694,White,Female
CM,11/16/2018,2:40 AM,DISORDERLY CONDUCT - FIGHTING,600 Block Trinity Street,,Y,APD,7804,Hispanic,Male
CM,11/17/2018,7:55 PM,SIMPLE ASSAULT BY CONTACT,East 6th Street,San Jacinto,Y,APD,7850,White,Female
CM,11/17/2018,12:35 AM,MINOR IN POSSESSION OF ALCOHOL,300 Block West 27th Street,,Y,APD,4694,White,Female
CM,11/17/2018,7:55 PM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,East 6th Street,San Jacinto,Y,APD,7850,White,Female
CM,11/18/2018,3:00 AM,SIMPLE ASSAULT BY CONTACT,6th Street And Neches Street,,Y,APD,7284,Black,Male
CM,11/18/2018,9:55 PM,PUBLIC INTOXICATION,2600 Block Guadalupe Street,,N,APD,8416,Hispanic,Male
CM,11/18/2018,1:40 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7804,Hispanic,Male
CM,11/18/2018,6:30 PM,Possession of Drug Paraphernalia,Congress Avenue,8th Street,Y,APD,7699,Hispanic,Male
CM,11/18/2018,6:30 PM,PUBLIC INTOXICATION,Congress Avenue,8th Street,Y,APD,7699,Hispanic,Male
CM,11/18/2018,1:19 AM,PUBLIC INTOXICATION,302 East 6th Street,,Y,APD,7883,White,Male
CM,11/18/2018,11:45 PM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,7299,White,Male
CM,11/18/2018,6:30 PM,THEFT OF SERVICE,121 West 8th Street,,Y,APD,7699,Hispanic,Male
CM,11/18/2018,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,5617,White,Male
CM,11/18/2018,11:40 PM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,7804,White,Female
CM,11/18/2018,2:10 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7611,Black,Male
CM,11/18/2018,2:15 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,5159,Black,Male
CM,11/19/2018,12:00 AM,PUBLIC INTOXICATION,500 Block Congress Avenue,,N,APD,7240,Hispanic,Male
CM,11/19/2018,1:38 AM,PUBLIC INTOXICATION,West 5th Street And,Bowie Street,N,APD,7699,Hispanic,Male
CM,11/19/2018,2:20 AM,PUBLIC INTOXICATION,2100 Block Guadalupe Street,,Y,APD,8504,White,Male
CO,11/20/2018,1:08 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,Y,APD,5193,Black,Female
CM,11/20/2018,7:57 PM,DISORDERLY CONDUCT - FIGHTING,400  E 6TH ST,,N,,7849,Hispanic,Male
CM,11/20/2018,9:07 AM,MISDEMEANOR THEFT C - LESS THAN $100,1412 West Willow Street,,Y,APD,6145,Hispanic,Female
TR,11/21/2018,10:30 PM,PEDESTRIAN CROSSING MIDBLOCK,500 Block East 7th Street,,N,APD,7948,White,Male
CO,11/21/2018,10:30 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,500 Block East 7th Street,,Y,APD,7948,White,Male
CM,11/22/2018,7:35 PM,Possession of Drug Paraphernalia,101 Red River Street,,Y,APD,7804,White,Male
CO,11/23/2018,5:53 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,2000 Block Guadalupe Street,,N,APD,8416,No Data,No Data
CO,11/23/2018,6:20 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,North Ih 35 And East 6th Street,,Y,APD,7872,Black,Male
CM,11/23/2018,12:00 AM,DISREGARD ORDER OF A POLICE OFFICER,East 7th Street,Neches Street,Y,APD,7796,Black,Male
TR,11/23/2018,2:26 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 4th Street And San Jacinto Street,,Y,APD,5930,Black,Male
TR,11/24/2018,12:30 PM,PEDESTRIAN ON ROADWAY,400 Block East 8th Street,,Y,APD,3968,Black,Male
CM,11/24/2018,10:09 PM,PUBLIC INTOXICATION,East 2nd Street And,Brazos Street,Y,APD,7885,White,Male
CM,11/24/2018,12:00 AM,DISORDERLY CONDUCT - FIGHTING,200 Block East 6th Street,,Y,APD,7756,Hispanic,Male
CM,11/24/2018,1:20 AM,PUBLIC INTOXICATION,302 East 6th Street,,Y,APD,7845,Black,Male
CO,11/24/2018,12:56 AM,HUMAN WASTE,6th Street,Trinity Street,N,APD,7844,Black,Male
CM,11/24/2018,11:11 AM,PUBLIC INTOXICATION,1000 Block East Cesar Chavez Street,,Y,APD,6656,White,Female
CM,11/26/2018,3:05 AM,PUBLIC INTOXICATION,60 Rainey Street,,Y,APD,7945,Hispanic,Female
CM,11/26/2018,1:53 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,Y,APD,7293,Hispanic,Male
CM,11/26/2018,3:05 AM,PUBLIC INTOXICATION,60 Rainey Street,,N,APD,7945,Hispanic,Female
CO,11/27/2018,11:59 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block Red River Street,500 Block East 8th Street,Y,APD,7597,Black,Male
CO,11/27/2018,11:59 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block Red River Street,500 Block East 8th Street,N,APD,7597,Black,Female
CO,11/27/2018,7:55 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700  700 RED RIVER ST,,N,APD,7883,White,Male
CM,11/28/2018,9:57 PM,GAMING - CARDS; DICE; OR BALLS,500  E 7TH ST,RED RIVER ST,N,,7597,Black,Male
CM,11/28/2018,7:53 PM,GAMING - CARDS; DICE; OR BALLS,500 Block East 7th Street,,Y,APD,7611,Black,Male
CM,11/29/2018,12:00 AM,CRIMINAL MISCHIEF-DESTRUCTION OF PROP,310 East 5th Street,,Y,APD,7625,Hispanic,Male
CM,11/29/2018,12:38 AM,GAMING - CARDS; DICE; OR BALLS,500  E 7TH,,Y,,7946,Black,Male
CM,11/29/2018,11:58 PM,MINOR CONSUMING ALCOHOL,411 East 6th Street,,Y,APD,3454,White,Female
CM,11/29/2018,12:40 AM,GAMING - CARDS; DICE; OR BALLS,500 Block East 7th Street,,Y,APD,7611,Black,Male
CM,11/29/2018,12:30 AM,GAMING - CARDS; DICE; OR BALLS,500 Block East 7th Street,,Y,APD,7597,Black,Male
CM,11/29/2018,12:08 AM,GAMING - CARDS; DICE; OR BALLS,500 Block East 7th Street,,Y,APD,7611,Black,Male
CM,11/29/2018,12:30 AM,GAMING - CARDS; DICE; OR BALLS,500 Block East 7th Street,,N,APD,7597,Black,Male
CM,11/30/2018,2:09 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,Y,APD,7945,White,Female
CO,11/30/2018,2:37 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,North Ih 35 And 6th Street,,Y,APD,7608,Hispanic,Female
CM,11/30/2018,8:29 PM,PUBLIC INTOXICATION,600 Block West Avenue,,Y,APD,7850,White,Male
CM,11/30/2018,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,7785,White,Male
TR,11/30/2018,7:20 AM,PEDESTRIAN WALKING AGAINST LIGHT,Trinity Street And East 6th Street,,N,APD,5930,White,Male
CO,11/30/2018,8:47 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,512 West 2nd Street,,Y,APD,7796,White,Male
CM,11/30/2018,5:00 PM,THEFT OF SERVICE,1701 East Cesar Chavez Street,,Y,APD,8403,White,Male
CM,12/1/2018,3:01 AM,PUBLIC INTOXICATION,605 Davis Street,,Y,APD,7945,White,Male
CM,12/1/2018,12:00 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,1612 East 3rd Street,,Y,APD,6290,Black,Male
CM,12/1/2018,12:00 AM,PUBLIC INTOXICATION,200 Block East 6th Street,,Y,APD,7796,White,Male
CM,12/1/2018,1:25 AM,PUBLIC INTOXICATION,306 East 6th Street,,Y,APD,7837,Hispanic,Male
CO,12/1/2018,2:43 AM,HUMAN WASTE,500 Block Trinity Street,,Y,APD,7608,White,Male
CM,12/1/2018,1:00 AM,MINOR CONSUMING ALCOHOL,400 Block East 6th Street,,Y,APD,7785,White,Female
CM,12/1/2018,12:00 AM,PUBLIC INTOXICATION,500 East 6th Street,,N,APD,7837,White,Male
CM,12/2/2018,2:20 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,5906,Hispanic,Male
CM,12/2/2018,1:57 AM,Interference with a police service animal,6th Street,San Jacinto,Y,APD,7794,Black,Male
CM,12/2/2018,2:20 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,N,APD,5906,Black,Male
CM,12/3/2018,2:15 PM,Possession of Drug Paraphernalia,600 Block East 6th Street,,Y,APD,5930,White,Male
CM,12/3/2018,12:00 AM,PUBLIC INTOXICATION,1211 Sabine Street,,Y,APD,1469,White,Female
CM,12/4/2018,12:00 AM,PUBLIC INTOXICATION,West 15th Street And,Colorado Street,Y,APD,8430,White,Male
TR,12/4/2018,12:00 AM,PEDESTRIAN ON ROADWAY,300 Block Lavaca Street,,Y,APD,5159,Black,Male
CM,12/4/2018,10:55 PM,PUBLIC INTOXICATION,400 Block West 15th Street,,N,APD,8674,White,Male
CM,12/4/2018,1:07 PM,PUBLIC INTOXICATION,415 West Martin Luther King Jr Boulevard,,Y,APD,7709,Black,Male
CM,12/4/2018,10:55 PM,PUBLIC INTOXICATION,400 Block West 15th Street,,Y,APD,8674,White,Male
TR,12/5/2018,1:41 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street,Trinity Street,Y,APD,5159,No Data,No Data
CM,12/7/2018,1:24 AM,PUBLIC INTOXICATION,421 East 6th Street,,Y,APD,7337,Hispanic,Male
CM,12/8/2018,12:30 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7857,Hispanic,Male
CM,12/8/2018,12:00 AM,PUBLIC INTOXICATION,Trinity Street And,6th Street,Y,APD,7946,White,Female
CM,12/8/2018,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,7850,White,Male
CM,12/8/2018,9:46 PM,PUBLIC INTOXICATION,300 Block East 5th Street,,Y,APD,7299,White,Female
CM,12/9/2018,12:00 AM,DISORDERLY CONDUCT - FIGHTING,6th Street,San Jacinto Boulevard,Y,APD,7786,Hispanic,Male
CM,12/9/2018,1:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,7042,Hispanic,Male
CM,12/9/2018,12:41 AM,PUBLIC INTOXICATION,East 6th Street,Trinity Street,N,APD,7837,Hispanic,Male
CM,12/9/2018,1:32 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street,San Jacinto Boulevard,Y,APD,7594,Hispanic,Male
CM,12/9/2018,12:00 AM,PUBLIC INTOXICATION,711 1/2 Red River Street,,N,APD,7857,Hispanic,Male
CM,12/9/2018,1:30 AM,PUBLIC INTOXICATION,419 East 6th Street,,Y,APD,7430,Hispanic,Female
CM,12/9/2018,12:31 AM,PUBLIC INTOXICATION,720 West 6th Street,,Y,APD,8504,White,Male
CM,12/9/2018,12:00 AM,FAILURE TO IDENTIFY - REFUSE,711 1/2 Red River Street,,N,APD,7857,Hispanic,Male
CO,12/10/2018,1:11 PM,AGGRESSIVE SOLICITATION,400  CONGRESS,,Y,,6127,Hispanic,Male
CO,12/10/2018,5:15 PM,HUMAN WASTE,501 East 8th Street,,Y,APD,7872,Black,Female
TR,12/10/2018,12:35 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 7th Street And Neches Street,,N,APD,7849,White,Male
CO,12/11/2018,11:21 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,Y,APD,5159,Black,Male
CO,12/11/2018,11:39 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,N,APD,7597,White,Female
CM,12/11/2018,10:29 AM,Possession of Drug Paraphernalia,500 Block Trinity Street,,Y,APD,6627,White,Female
CM,12/11/2018,7:30 PM,PUBLIC INTOXICATION,600 Block West 6th Street,,Y,APD,7804,White,Male
CM,12/11/2018,12:00 AM,PUBLIC INTOXICATION,600 Block East 7th Street,,Y,APD,7845,Black,Male
CM,12/11/2018,11:00 PM,PUBLIC INTOXICATION,1213 Sabine Street,,Y,APD,8674,White,Male
CM,12/11/2018,11:39 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,7597,White,Female
CM,12/11/2018,10:30 PM,Possession of Drug Paraphernalia,Trinity Street And 6th Street,,Y,APD,7882,Black,Male
CO,12/11/2018,10:30 PM,MANIFESTING - DRUGS,400 Block East 6th Street,,N,APD,8268,Black,Male
CO,12/12/2018,11:10 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,Y,APD,7597,White,Male
CO,12/12/2018,10:34 PM,PARK CURFEW VIOLATION,600 Block Sabine Street,,Y,APD,7597,Black,Female
TR,12/12/2018,6:22 PM,PEDESTRIAN WALKING AGAINST LIGHT,100  W 6TH,,N,,6127,Black,Male
CO,12/12/2018,6:45 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500  E 7TH ST,,Y,,7284,Black,Female
CM,12/12/2018,12:49 AM,PUBLIC INTOXICATION,111 Congress Avenue,,Y,APD,8018,No Data,Female
CM,12/12/2018,12:00 AM,PUBLIC INTOXICATION,2700 Block San Pedro Street,,Y,APD,6656,White,Female
TR,12/13/2018,12:00 AM,PEDESTRIAN ON ROADWAY,8th Street,,Y,APD,7245,White,Male
CM,12/13/2018,12:43 AM,Possession of Drug Paraphernalia,500  E 7TH ST,,Y,,7775,Black,Male
TR,12/13/2018,8:30 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street And Red River Street,,Y,APD,5930,Black,Male
CM,12/13/2018,10:42 AM,DISREGARD ORDER OF A POLICE OFFICER,200 Block Brazos Street,,Y,APD,5930,Black,Male
CM,12/13/2018,9:00 AM,Possession of Drug Paraphernalia,600 Block Sabine Street,,Y,APD,5930,White,Male
CO,12/13/2018,10:45 PM,HUMAN WASTE,600 Block San Jacinto Boulevard,,N,APD,7804,White,Male
CM,12/13/2018,6:19 PM,MISDEMEANOR THEFT C - LESS THAN $100,707  E CESAR CHAVEZ,,Y,,7284,White,Male
CM,12/14/2018,10:10 PM,PUBLIC INTOXICATION,1213 Sabine Street,,Y,APD,8594,Black,Male
CM,12/15/2018,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,N,APD,7835,Hispanic,Male
CM,12/15/2018,12:00 AM,PUBLIC INTOXICATION,East 6th Street And,Chalmers Avenue,Y,APD,5927,Hispanic,Male
CM,12/15/2018,12:10 AM,PUBLIC INTOXICATION,600 Block East 6th Street,,Y,APD,8674,White,Female
CM,12/15/2018,1:50 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7870,White,Male
CM,12/16/2018,3:02 AM,PUBLIC INTOXICATION,611 Neches Street,,Y,APD,7870,White,Female
CM,12/17/2018,1:24 AM,DISORDERLY CONDUCT - FIGHTING,6th Street,Trinity Street,N,APD,5906,Hispanic,Male
CO,12/17/2018,11:41 AM,MANIFESTING - DRUGS,500 Block East 7th Street,,Y,APD,7433,Black,Male
CM,12/17/2018,7:00 PM,PUBLIC INTOXICATION,504 West 24th Street,,Y,APD,8432,White,Male
CM,12/18/2018,10:03 PM,Possession of Drug Paraphernalia,800 Block Trinity Street,,N,APD,7804,White,Male
TR,12/18/2018,11:19 AM,PEDESTRIAN CROSSING MIDBLOCK,700  RED RIVWR,,N,,7492,Black,Male
CO,12/19/2018,11:53 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,401  E 6 TH ST,,Y,,8140,Black,Male
CM,12/19/2018,3:03 AM,MISDEMEANOR THEFT C - LESS THAN $100,101 Red River Street,,Y,APD,7884,White,Female
CM,12/19/2018,6:30 AM,SIMPLE ASSAULT BY CONTACT,500 Block East 7th Street,,Y,APD,7433,Black,Female
CM,12/19/2018,10:51 AM,Possession of Drug Paraphernalia,700  NECHES ST,,Y,,7433,Black,Male
CM,12/19/2018,12:00 AM,THEFT OF SERVICE,223 East 6th Street,,Y,APD,7402,Hispanic,Male
CM,12/19/2018,5:30 PM,PUBLIC INTOXICATION,700 Block East 7th Street,,Y,APD,7245,Black,Male
CM,12/20/2018,2:15 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,8140,White,Male
CM,12/20/2018,12:00 AM,PUBLIC INTOXICATION,1211 Sabine Street,,Y,APD,7870,White,Male
CM,12/20/2018,2:02 AM,THEFT OF SERVICE,411  E 6TH ST,,N,,8140,Hispanic,Male
TR,12/20/2018,12:00 AM,PEDESTRIAN ON ROADWAY,600 Block Neches Street,,Y,APD,7245,White,Female
CM,12/20/2018,8:30 PM,PUBLIC INTOXICATION,603 North Lamar Boulevard,,Y,APD,7592,White,Male
CM,12/21/2018,2:30 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street And,Trinity Street,Y,APD,7948,White,Male
CM,12/22/2018,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,3750,Hispanic,Male
CM,12/22/2018,5:29 PM,PUBLIC INTOXICATION,300 Block East 4th Street,,Y,APD,7694,Hispanic,Male
CM,12/22/2018,1:25 AM,PUBLIC INTOXICATION,500 Block San Jacinto Boulevard,,Y,APD,7850,White,Female
