Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CO,2/18/2018,2:30 AM,Interference with a police service animal,300 Block East 6th Street,,Y,APD,5666,White,Male
CM,2/18/2018,12:31 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,Y,APD,7433,White,Male
CO,2/18/2018,3:30 PM,CAMPING IN A PUBLIC PLACE,500 Block East 6th Street,,Y,APD,7210,White,Male
CO,2/18/2018,3:45 PM,CAMPING IN A PUBLIC PLACE,500 Block East 6th Street,,Y,APD,7210,White,Male
CO,2/18/2018,4:00 PM,CAMPING IN A PUBLIC PLACE,500 East 6th Street,,Y,APD,7210,Black,Female
CO,2/18/2018,3:50 PM,CAMPING IN A PUBLIC PLACE,750 East 8th Street,,Y,APD,6789,Black,Male
CM,2/18/2018,2:56 AM,DISREGARD ORDER OF A POLICE OFFICER,300 Block East 6th Street,,N,APD,5159,No Data,Male
CM,2/18/2018,12:00 AM,PUBLIC INTOXICATION,200 Block East 6th Street,,Y,APD,6096,Black,Male
CM,2/18/2018,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,6096,White,Female
CO,2/19/2018,9:14 AM,CAMPING IN A PUBLIC PLACE,1200 Block Red River Street,,Y,APD,6306,Black,Male
CO,2/19/2018,9:14 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1200 Block Red River Street,,Y,APD,6306,Black,Male
CM,2/19/2018,5:04 PM,Possession of Drug Paraphernalia,600 Brushy Street,,Y,APD,7780,Black,Male
CM,2/19/2018,3:27 PM,Possession of Drug Paraphernalia,Ih 35 Service Road At East 6th Street,,Y,APD,7759,Black,Male
TR,2/19/2018,2:24 PM,PEDESTRIAN ON ROADWAY,600 Block Ih 35 Service Road,,N,APD,4951,White,Male
CM,2/19/2018,6:26 AM,DISORDERLY CONDUCT - FIGHTING,500 Block East 7th Street,,Y,APD,7758,Black,Male
CO,2/19/2018,9:45 AM,SMOKING - PUBLIC PLACE,600 Block Red River Street,,Y,APD,6306,White,Male
CO,2/19/2018,2:24 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block Ih 35 Service Road,,N,APD,4951,White,Male
CM,2/19/2018,12:24 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,Y,APD,7757,White,Male
CM,2/20/2018,4:25 PM,Possession of Drug Paraphernalia,422 East 6th Street,,N,APD,7759,Black,Male
CO,2/20/2018,7:40 AM,CAMPING IN A PUBLIC PLACE,700 Block East 8th Street,,N,APD,6151,White,Male
CO,2/20/2018,7:40 AM,CAMPING IN A PUBLIC PLACE,700 Block East 8th Street,,N,APD,6151,Black,Male
CO,2/20/2018,8:05 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1000 Block Red River Street,,N,APD,6151,Black,Male
TR,2/20/2018,2:17 AM,PEDESTRIAN ON ROADWAY,East 6th Street,Trinity Street,Y,APD,7608,White,Male
CO,2/20/2018,8:05 AM,CAMPING IN A PUBLIC PLACE,1000 Block Red River Street,,N,APD,6151,Black,Male
CM,2/21/2018,2:31 AM,DRIVING UNDER INFLUENCE OF ALCOHOL BY MINOR,Trinity Street,East 6th Street,Y,APD,6830,White,Male
CM,2/21/2018,7:00 PM,PUBLIC INTOXICATION,407 East 6th Street,,Y,APD,7798,White,Male
CM,2/22/2018,12:04 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,2827 Guadalupe Street,,N,APD,7930,Asian,Male
CM,2/22/2018,12:33 AM,PUBLIC INTOXICATION,500 Block East 4th Street,,Y,APD,7804,White,Male
CM,2/22/2018,2:10 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,5159,No Data,Male
CM,2/22/2018,2:10 AM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,5159,No Data,Male
CM,2/22/2018,2:05 AM,DISREGARD ORDER OF A POLICE OFFICER,Trinity Street And,San Jacinto Boulevard,N,APD,7597,White,Male
CM,2/22/2018,7:30 PM,Possession of Drug Paraphernalia,800 East 7th Street,,N,APD,7400,Black,Female
CO,2/22/2018,3:30 PM,HUMAN WASTE,600 Block Waller Creek Trail,,N,APD,2435,White,Male
CO,2/23/2018,4:30 AM,CAMPING IN A PUBLIC PLACE,Waller Creek At 8th Street,,Y,APD,3487,Black,Male
CM,2/23/2018,12:00 AM,PUBLIC INTOXICATION,400 Block Congress,,Y,APD,6096,White,Male
CO,2/23/2018,4:43 AM,PARK CURFEW VIOLATION,800 Block Waller Creek Trail,,N,APD,6643,Black,Female
CO,2/23/2018,4:40 AM,PARK CURFEW VIOLATION,800 Block Waller Creek,,Y,APD,6643,Black,Male
CO,2/23/2018,5:05 AM,CAMPING IN A PUBLIC PLACE,10th Street At Waller Creek,,N,APD,6643,Black,Male
CM,2/23/2018,12:00 AM,PUBLIC INTOXICATION,East 9th Street And,Red River Street,N,APD,6789,Black,Male
TR,2/23/2018,2:43 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 8th Street At Ih 35 Service Road,,Y,APD,7608,Black,Male
CM,2/23/2018,2:28 AM,DISREGARD ORDER OF A POLICE OFFICER,1600 Block Congress Avenue,,Y,APD,7065,White,Male
CO,2/23/2018,4:30 AM,CAMPING IN A PUBLIC PLACE,7th Street At Sabine Street,,Y,APD,3487,Black,Male
CO,2/23/2018,4:55 AM,SMOKING - PUBLIC PLACE,700 East 7th Street,,N,APD,6151,White,Male
CM,2/23/2018,12:00 AM,PUBLIC INTOXICATION,200 East 6th Street,,Y,APD,7804,White,Male
CO,2/23/2018,4:30 AM,PARK CURFEW VIOLATION,Waller Creek At 8th Street,,Y,APD,3487,Black,Male
CO,2/23/2018,4:30 AM,CAMPING IN A PUBLIC PLACE,Waller Creek At 7th Street,,N,APD,3487,White,Female
CM,2/23/2018,10:47 AM,Possession of Drug Paraphernalia,800 Block Brazos Street,,N,APD,4951,Hispanic,Male
CO,2/23/2018,4:40 AM,PARK CURFEW VIOLATION,700 East 8th Street,,Y,APD,6151,White,Male
CO,2/23/2018,5:05 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 East 10th Street,,N,APD,6151,Black,Male
CM,2/24/2018,2:08 AM,DISREGARD ORDER OF A POLICE OFFICER,600 Block Trinity Street,,Y,APD,5159,White,Male
CO,2/24/2018,12:15 PM,LITTERING,700 Block East 6th Street,,Y,APD,4949,White,Male
CO,2/24/2018,4:03 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,800 Block Red River Street,,Y,APD,7608,White,Female
CO,2/24/2018,12:00 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,Y,APD,6290,Black,Male
CO,2/24/2018,10:45 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,400 Block East 6th Street,,Y,APD,6966,White,Male
CM,2/24/2018,2:08 AM,PUBLIC INTOXICATION,600 Block Trinity Street,,N,APD,2641,White,Male
CM,2/25/2018,2:14 AM,DISORDERLY CONDUCT - FIGHTING,306 East 6th Street,,N,APD,7324,Hispanic,Male
CO,2/25/2018,10:58 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block 6th West Street,,Y,APD,7401,White,Male
CM,2/25/2018,2:15 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,Y,APD,6781,Hispanic,Male
CO,2/25/2018,6:52 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block East 9th Street,,Y,APD,7757,White,Male
CO,2/26/2018,6:15 PM,AGGRESSIVE SOLICITATION,East Cesar Chavez  Street At North Ih 35,,Y,APD,7796,No Data,No Data
CM,2/26/2018,5:00 PM,Possession of Drug Paraphernalia,600 Brushy Street,,Y,APD,7615,Black,Male
TR,2/26/2018,6:15 PM,PEDESTRIAN ON ROADWAY,East Cesar Chavez  Street At North Ih 35,,Y,APD,7796,No Data,No Data
CO,2/26/2018,7:10 AM,CAMPING IN A PUBLIC PLACE,50 Block Rainey Street,,N,APD,6481,White,Male
CO,2/26/2018,7:09 AM,CAMPING IN A PUBLIC PLACE,50 Rainey Street,,N,APD,4547,White,Female
TR,2/26/2018,5:00 PM,PEDESTRIAN WALKING AGAINST LIGHT,2nd Street At Congress Street,,N,APD,7567,Hispanic,Male
CM,2/26/2018,2:27 AM,MINOR CONSUMING ALCOHOL,600 Block Trinity Street,,N,APD,7785,Hispanic,Male
CO,2/27/2018,7:23 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,311 East 6th Street,,Y,APD,7798,White,Male
CM,2/27/2018,8:12 PM,PUBLIC INTOXICATION,500 Block East 7th Street,,Y,APD,7775,Hispanic,Male
CO,2/27/2018,7:19 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,311 East 6th Street,,Y,APD,7775,White,Male
CM,2/27/2018,4:08 PM,Possession of Drug Paraphernalia,502 East 6th Street,,Y,APD,7567,Hispanic,Male
CM,2/27/2018,5:15 PM,Possession of Drug Paraphernalia,1000 Red River,,Y,APD,7759,White,Female
CM,2/27/2018,7:23 PM,Possession of Drug Paraphernalia,East 7th Street,Sabine Street,Y,APD,7804,Black,Male
CM,2/27/2018,8:12 PM,FAILURE TO IDENTIFY - REFUSE,500 Block East 7th Street,,Y,APD,7775,Hispanic,Male
CM,2/27/2018,5:45 PM,Possession of Drug Paraphernalia,600 Congress Avenue,,Y,APD,7284,White,Female
CO,2/27/2018,5:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Congress Avenue,,Y,APD,7284,White,Female
CM,2/27/2018,9:50 PM,Possession of Drug Paraphernalia,500 East 7th Street,,Y,APD,7567,Hispanic,Male
CO,2/28/2018,7:10 PM,SMOKING - PUBLIC PLACE,600 Block East 10th Street,,N,APD,5955,Black,Male
CM,2/28/2018,10:00 PM,Possession of Drug Paraphernalia,600 Red River,,Y,APD,7759,Black,Male
CM,2/28/2018,12:45 PM,Possession of Drug Paraphernalia,200 Block East 6th Street,,Y,APD,7284,White,Male
CM,2/28/2018,12:00 AM,PUBLIC INTOXICATION,201 East 6th Street,,N,APD,7769,Hispanic,Female
CO,2/28/2018,2:21 AM,HUMAN WASTE,300 East 6th Street,,Y,APD,7608,White,Female
CO,2/28/2018,12:45 PM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,200 Block East 6th Street,,Y,APD,7284,White,Male
CO,2/28/2018,12:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block East 6th Street,,Y,APD,7284,White,Male
CM,2/28/2018,12:00 AM,PUBLIC INTOXICATION,201 East 6th Street,,N,APD,7769,Hispanic,Male
CM,2/28/2018,12:00 AM,Possession of Drug Paraphernalia,613 Congress Avenue,,Y,APD,7759,White,Male
CM,2/28/2018,8:21 PM,PUBLIC INTOXICATION,801 Red River Street,,Y,APD,7759,Hispanic,Male
CM,2/28/2018,12:30 PM,SIMPLE ASSAULT BY CONTACT,800 Block West 6th Street,,N,APD,4042,White,Female
TR,2/28/2018,12:00 AM,PEDESTRIAN ON ROADWAY,West 5th Street,Bowie Street,Y,APD,6127,White,Male
CO,3/1/2018,5:20 PM,MANIFESTING - DRUGS,500 East 7th Street,,Y,APD,7422,Black,Male
CM,3/1/2018,6:19 PM,Possession of Drug Paraphernalia,500 East 7th Street,,Y,APD,6633,Black,Male
CO,3/1/2018,6:09 PM,CAMPING IN A PUBLIC PLACE,700 Block East 4th Street,,N,APD,7210,White,Male
CM,3/1/2018,7:00 PM,FAILURE TO IDENTIFY - REFUSE,900 Block East North Ih 35 Service Road,,Y,APD,5617,White,Female
CO,3/1/2018,6:11 PM,CAMPING IN A PUBLIC PLACE,700 Block 4th Street,,N,APD,6789,Black,Male
CO,3/1/2018,5:27 PM,CAMPING IN A PUBLIC PLACE,700 East 6th Street,,Y,APD,7210,Black,Male
CO,3/1/2018,4:50 PM,MANIFESTING - DRUGS,500 East 7th Street,,Y,APD,7885,Black,Female
CM,3/1/2018,9:56 PM,PUBLIC INTOXICATION,San Antonio Street And,21st Street,Y,APD,8416,Hispanic,Male
CM,3/1/2018,3:45 PM,Possession of Drug Paraphernalia,502 East 6th Street,,Y,APD,7615,Hispanic,Male
CM,3/1/2018,6:19 PM,Possession of Drug Paraphernalia,500 East 7th Street,,N,APD,6633,Black,Male
CO,3/1/2018,5:27 PM,SMOKING - PUBLIC PLACE,700 East 6th Street,,Y,APD,7210,Black,Male
CO,3/2/2018,4:35 AM,PARK CURFEW VIOLATION,700 East 8th Street,,N,APD,6151,White,Male
CM,3/2/2018,1:25 AM,MINOR CONSUMING ALCOHOL,300 Block East 6th Street,,Y,APD,7804,White,Male
CM,3/2/2018,12:20 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7608,Black,Female
CO,3/2/2018,4:35 AM,PARK CURFEW VIOLATION,700 East 8th Street,,Y,APD,6151,White,Female
CM,3/2/2018,5:15 PM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulevard,,Y,APD,8226,White,Female
CO,3/2/2018,4:35 AM,PARK CURFEW VIOLATION,700 East 8th Street,,Y,APD,6151,Black,Male
CO,3/2/2018,4:35 AM,PARK CURFEW VIOLATION,700 East 8th Street,,Y,APD,6151,Black,Female
CM,3/3/2018,12:00 AM,PUBLIC INTOXICATION,404 East 6th Street,,N,APD,7785,White,Male
CM,3/3/2018,6:36 PM,DISREGARD ORDER OF A POLICE OFFICER,200 Block West 4th Street,,Y,APD,7796,Hispanic,Male
CM,3/4/2018,2:08 AM,DISORDERLY CONDUCT - FIGHTING,700 Block San Jacinto Boulevard,,Y,APD,7293,White,Male
CM,3/4/2018,10:22 PM,PUBLIC INTOXICATION,422 Guadalupe Street,,Y,APD,7796,White,Male
CM,3/5/2018,10:50 PM,THEFT OF SERVICE,3rd Street At Lavaca Street,,N,APD,7766,White,Male
CM,3/5/2018,11:06 PM,PUBLIC INTOXICATION,500 Block East 4th Street,,N,APD,7608,White,Male
CM,3/5/2018,7:40 PM,PUBLIC INTOXICATION,East 6th Street And,Red River Street,Y,APD,7592,White,Male
CO,3/6/2018,4:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Neches Street,,Y,APD,7400,White,Male
CO,3/6/2018,9:20 PM,SOLICIT BY PERSON FROM STREET - SIDEWALK,500 Block East 6th Street,,Y,APD,5159,Hispanic,Male
CO,3/6/2018,5:45 PM,AGGRESSIVE SOLICITATION,6th Street And Neches Street,,N,APD,7699,Black,Male
CO,3/6/2018,12:00 AM,AGGRESSIVE SOLICITATION,East 6th Street And San Jacinto Street,,Y,APD,6633,White,Male
CO,3/6/2018,6:08 AM,AGGRESSIVE SOLICITATION,422 East 6th Street,,Y,APD,6633,No Data,No Data
CO,3/6/2018,9:18 PM,AGGRESSIVE SOLICITATION,San Jacinto Boulevard At East 6th Street,,Y,APD,7422,White,Female
CO,3/6/2018,6:25 PM,AGGRESSIVE SOLICITATION,6th Street And Trinity Street,,Y,APD,7699,White,Male
CO,3/6/2018,6:25 PM,AGGRESSIVE SOLICITATION,200 Block East 7th Street,,Y,APD,7756,White,Male
CM,3/6/2018,1:17 AM,PUBLIC INTOXICATION,600 Block East 6th Street,,Y,APD,5159,White,Male
CO,3/6/2018,10:14 AM,AGGRESSIVE SOLICITATION,611 Congress Avenue,,Y,APD,6633,White,Male
CM,3/6/2018,5:39 PM,Possession of Drug Paraphernalia,4th Street And Congress Avenue,,Y,APD,7780,Black,Female
CO,3/6/2018,6:02 PM,AGGRESSIVE SOLICITATION,East 6th Street At Neches Street,,Y,APD,7422,Black,Male
CO,3/6/2018,8:55 PM,AGGRESSIVE SOLICITATION,East 6th Street At Trinity Street,,N,APD,7699,White,Male
CO,3/6/2018,9:20 PM,AGGRESSIVE SOLICITATION,400 Block East 6th Street,,Y,APD,6633,Hispanic,Male
CO,3/6/2018,10:15 PM,AGGRESSIVE SOLICITATION,6th Street And Congress Avenue,,Y,APD,7756,White,Male
CO,3/6/2018,4:45 PM,CAMPING IN A PUBLIC PLACE,700 Block Neches Street,,Y,APD,7400,White,Male
CO,3/6/2018,8:40 PM,AGGRESSIVE SOLICITATION,314 East 6th Street,,Y,APD,7699,Black,Female
CO,3/6/2018,9:45 PM,AGGRESSIVE SOLICITATION,200 Block East 6th Street,,Y,APD,7422,Hispanic,Male
CO,3/6/2018,5:35 PM,AGGRESSIVE SOLICITATION,200 Block East 6th Street,,Y,APD,7756,White,Male
CO,3/7/2018,5:55 PM,AGGRESSIVE SOLICITATION,414 East 6th Street,,Y,APD,7756,White,Female
CM,3/7/2018,12:00 AM,Possession of Drug Paraphernalia,600 Block Sabine Street,,N,APD,7245,Black,Male
CO,3/7/2018,6:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street And Red River Street,,Y,APD,7400,Hispanic,Female
CM,3/7/2018,11:25 PM,PUBLIC INTOXICATION,700 Block East 5th Street,,Y,APD,2641,White,Male
CM,3/7/2018,6:35 PM,Possession of Drug Paraphernalia,500 Block Congress Avenue,,Y,APD,7765,Black,Male
CO,3/7/2018,5:10 PM,AGGRESSIVE SOLICITATION,700 Block Congress Avenue,,N,APD,7245,White,Male
CO,3/7/2018,9:10 PM,AGGRESSIVE SOLICITATION,712 East 6th Street,,Y,APD,7422,Black,Male
CM,3/7/2018,12:00 AM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7756,White,Male
CM,3/7/2018,8:03 PM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulevard,,N,APD,7804,No Data,No Data
CO,3/7/2018,6:55 PM,AGGRESSIVE SOLICITATION,701 Congress Avenue,,N,APD,7756,Black,Male
CO,3/7/2018,5:45 PM,AGGRESSIVE SOLICITATION,6th Street And Neches Street,,N,APD,6633,Black,Male
CM,3/8/2018,9:02 PM,PUBLIC INTOXICATION,West 22nd Street And,Pearl Street,Y,APD,8570,White,Male
TR,3/8/2018,1:49 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street,Trinity Street,Y,APD,5159,Black,Male
CM,3/8/2018,2:07 AM,Possession of Drug Paraphernalia,1701 Red River Street,,N,APD,8497,White,Male
CM,3/9/2018,2:15 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,Y,APD,7804,Black,Male
CO,3/9/2018,5:05 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1100 Block Red River Street,,N,APD,6151,Black,Male
CO,3/9/2018,5:05 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1100 Block Red River Street,,Y,APD,6151,Black,Female
CO,3/9/2018,5:05 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1100 Block Red River Street,,Y,APD,6151,Black,Male
CM,3/9/2018,12:00 AM,PUBLIC INTOXICATION,78 Rainy Street,,Y,APD,3744,White,Male
CM,3/9/2018,11:20 PM,PUBLIC INTOXICATION,600 Block San Jacinto Boulevard,,Y,APD,7795,White,Male
CO,3/9/2018,5:09 AM,CAMPING IN A PUBLIC PLACE,1200 Block Red River Street,,Y,APD,6111,Hispanic,Female
CO,3/9/2018,5:09 AM,CAMPING IN A PUBLIC PLACE,1200 Red River Street,,N,APD,6111,Black,Male
CM,3/10/2018,3:49 AM,PUBLIC INTOXICATION,311 San Antonio Street,,Y,APD,7548,White,Male
CM,3/10/2018,12:52 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,7638,Mid East,Male
CM,3/10/2018,12:00 AM,PUBLIC INTOXICATION,800 Block Red River Street,,Y,APD,3846,White,Male
CO,3/10/2018,7:00 AM,CAMPING IN A PUBLIC PLACE,311 East 6th Street,,Y,APD,7299,White,Male
CO,3/10/2018,7:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,311 East 6th Street,,Y,APD,7299,White,Male
CM,3/10/2018,1:30 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,N,APD,6757,White,Male
CM,3/10/2018,2:25 AM,SIMPLE ASSAULT BY CONTACT,800 Block West 6th Street,,Y,APD,3846,Black,Male
CO,3/10/2018,4:00 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block San Marcos Street,,Y,APD,6159,White,Male
CO,3/10/2018,3:30 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,1600 Block East 2nd Street,,Y,APD,6159,No Data,Male
CO,3/10/2018,7:00 AM,LITTERING,311 East 6th Street,,Y,APD,7299,White,Male
CM,3/10/2018,12:00 AM,PUBLIC INTOXICATION,500 Block Waller Street,,Y,APD,7111,White,Male
CO,3/10/2018,4:03 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block San Marcos Street,,Y,APD,6159,White,Female
CM,3/11/2018,12:00 AM,Possession of Drug Paraphernalia,11th Street,Lavaca Street,Y,APD,6290,White,Male
CM,3/11/2018,12:00 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,7770,Black,Male
CM,3/11/2018,2:05 AM,MISDEMEANOR THEFT C - LESS THAN $100,215 East 6th Street,,Y,APD,7772,Hispanic,Male
CM,3/11/2018,1:45 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,Y,APD,7203,White,Male
CM,3/11/2018,7:20 AM,PUBLIC INTOXICATION,1715 Guadalupe Street,,N,APD,8416,White,Female
CM,3/11/2018,3:30 AM,DISORDERLY CONDUCT - FIGHTING,402 East 6th Street,,Y,APD,6970,Hispanic,Male
CM,3/12/2018,12:30 AM,PUBLIC INTOXICATION,605 East 6th Street,,N,APD,6802,White,Male
CM,3/12/2018,2:45 PM,Possession of Drug Paraphernalia,200 Block East 6th Street,,Y,APD,7615,White,Male
CO,3/12/2018,1:53 AM,HUMAN WASTE,400 Block East 7th Street,,Y,APD,6127,Hispanic,Male
CO,3/12/2018,8:45 AM,CAMPING IN A PUBLIC PLACE,401 Comal Street,,Y,APD,6687,Black,Male
CM,3/12/2018,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,N,APD,5371,White,Female
CO,3/12/2018,9:00 PM,HUMAN WASTE,700 Block East 11th Street,,Y,APD,6433,Black,Male
CO,3/12/2018,8:45 AM,CAMPING IN A PUBLIC PLACE,401 Comal,,Y,APD,6687,Black,Female
CO,3/12/2018,5:56 PM,AGGRESSIVE SOLICITATION,200 Congress Avenue,,Y,APD,7245,Black,Male
CO,3/12/2018,10:30 PM,AGGRESSIVE SOLICITATION,300 East 6th Street,,Y,APD,7245,White,Female
CM,3/12/2018,8:53 PM,PUBLIC INTOXICATION,700 Block East 7th Street,,Y,APD,5905,White,Female
CO,3/13/2018,8:55 PM,AGGRESSIVE SOLICITATION,200 Block West 4th Street,,N,APD,5907,White,Male
CO,3/13/2018,12:00 AM,OPEN GLASS CONTAINER,500 Block East 6th Street,,Y,APD,3454,White,Male
CO,3/13/2018,8:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Congress Avenue,,Y,APD,5907,White,Male
CO,3/13/2018,10:00 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,5th Street At Brazos Street,,N,APD,7845,White,Male
CM,3/13/2018,11:04 PM,PUBLIC INTOXICATION,91 Rainey Street,,Y,APD,5680,Hispanic,Female
CO,3/13/2018,7:30 PM,AGGRESSIVE SOLICITATION,500 Block Neches,,Y,APD,5907,Hispanic,Male
CO,3/13/2018,10:18 PM,AGGRESSIVE SOLICITATION,700 Block Congress Avenue,,Y,APD,7845,Black,Male
TR,3/13/2018,9:00 AM,PEDESTRIAN ON ROADWAY,500 Block East 7th Street,,Y,APD,3968,White,Female
CM,3/13/2018,4:08 PM,Possession of Drug Paraphernalia,200 Block East 3rd Street,,Y,APD,7766,White,Male
CO,3/13/2018,8:45 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Congress Avenue,,N,APD,5907,White,Male
CO,3/13/2018,6:20 PM,AGGRESSIVE SOLICITATION,Congress Avenue At 6th Street,,Y,APD,7845,White,Male
CO,3/14/2018,5:05 PM,MANIFESTING - DRUGS,500 East 7th Street,,N,APD,6633,Black,Female
CO,3/14/2018,2:20 PM,HUMAN WASTE,4th Street At Brushy Street,,Y,APD,5667,Black,Male
CM,3/14/2018,3:11 AM,Possession of Drug Paraphernalia,2800 Block Guadalupe Street,,N,APD,8570,Hispanic,Male
CM,3/15/2018,11:30 PM,PUBLIC INTOXICATION,700 Block Trinity,,N,APD,6477,White,Male
TR,3/15/2018,12:00 AM,PEDESTRIAN ON ROADWAY,700 Block East 7th Street,,Y,APD,7867,Black,Male
CM,3/15/2018,1:38 AM,DISREGARD ORDER OF A POLICE OFFICER,East 8th Street,Trinity Street,Y,APD,7299,Hispanic,Female
CM,3/15/2018,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,6292,Hispanic,Male
TR,3/16/2018,11:55 PM,PEDESTRIAN WALKING AGAINST LIGHT,West 6th Street At Rio Grande,,Y,APD,5159,Asian,Female
CM,3/16/2018,9:45 PM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,5946,White,Male
CM,3/16/2018,12:00 AM,PUBLIC INTOXICATION,1600 Block East 10th Street,,Y,APD,6096,Hispanic,Female
CM,3/16/2018,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7326,Hispanic,Male
CM,3/16/2018,1:45 AM,PUBLIC INTOXICATION,508 East 6th Street,,Y,APD,6970,White,Male
CM,3/16/2018,12:27 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,8069,Hispanic,Male
CM,3/16/2018,6:18 PM,SIMPLE ASSAULT BY CONTACT,East 6th Street,San Jacinto Boulevard,Y,APD,7980,Hispanic,Female
TR,3/16/2018,11:55 PM,PEDESTRIAN WALKING AGAINST LIGHT,West 6th Street At Rio Grande,,Y,APD,5159,White,Male
CM,3/16/2018,12:00 AM,PUBLIC INTOXICATION,400 Block East 5th Street,,Y,APD,2641,White,Male
CM,3/16/2018,5:55 PM,PUBLIC INTOXICATION,1002 West 26th Street,,N,APD,8226,Hispanic,Male
CM,3/16/2018,11:15 PM,PUBLIC INTOXICATION,East 6th Street And Trinity Street,,Y,APD,6159,White,Male
CO,3/17/2018,2:48 AM,HUMAN WASTE,700 Block North Ih 35,,Y,APD,7638,Black,Male
CO,3/17/2018,1:17 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 6th Street,Ih 35 Service Road,Y,APD,4541,White,Male
CM,3/17/2018,12:33 AM,PUBLIC INTOXICATION,99 Trinity Street,,Y,APD,7873,White,Female
CM,3/17/2018,12:00 AM,PUBLIC INTOXICATION,600 Block Rio Grande Street,,N,APD,6096,Black,Male
TR,3/17/2018,12:00 AM,PEDESTRIAN ON ROADWAY,800 Block East 6th Street,,Y,APD,8193,Black,Male
CM,3/17/2018,1:17 PM,DISREGARD ORDER OF A POLICE OFFICER,East 6th Street,Ih 35 Service Road,Y,APD,4541,White,Male
CM,3/17/2018,12:00 AM,PUBLIC INTOXICATION,500 Block East 6th Street,,N,APD,7857,White,Male
CM,3/17/2018,12:00 AM,PUBLIC INTOXICATION,West 6th Street,And San Antonio Street,Y,APD,7785,White,Male
CO,3/18/2018,8:54 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,West 7th Street,Lavaca Street,Y,APD,7608,Hispanic,Male
CM,3/18/2018,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,N,APD,6134,Hispanic,Male
CM,3/18/2018,12:30 AM,PUBLIC INTOXICATION,200 Block East 6th Street,,Y,APD,7107,White,Female
CM,3/18/2018,12:00 AM,PUBLIC INTOXICATION,600 Block Sabine Street,,Y,APD,7613,Black,Male
